log_M,U,R,U - R,Morphology
11.192473,17.976658,15.28821,2.688448,0
10.560918,17.677105,15.386622,2.2904825,4
10.50996,18.053783,15.643127,2.410656,4
10.72994,18.325201,15.758748,2.566453,0
10.254014,18.951067,16.251934,2.699133,0
11.562128,16.830587,14.199813,2.6307745,4
9.851689,18.086563,16.448668,1.6378956,0
10.883642,18.479279,15.781878,2.6974,0
10.919899,18.120766,15.644438,2.476328,1
10.22841,17.316607,15.562475,1.7541313,0
9.841563,18.475555,16.587917,1.8876381,1
10.347347,17.369661,15.584285,1.7853765,4
9.781144,18.431055,16.569038,1.8620167,0
9.951237,17.114994,15.715961,1.3990326,0
10.527367,17.86642,15.251535,2.6148853,1
10.327719,17.71367,15.561903,2.1517677,0
9.884575,17.517193,15.683848,1.8333445,0
10.254014,18.277988,15.947996,2.3299923,0
11.695273,16.931002,14.19283,2.7381716,1
11.742904,16.99869,14.177061,2.8216286,1
10.562128,17.543009,15.1039095,2.4390993,4
10.648314,18.002132,15.448847,2.5532856,0
11.001859,18.3415,15.705339,2.63616,1
10.304132,16.69265,14.427327,2.2653227,0
10.986968,15.956696,13.490174,2.4665213,1
9.77584,19.045544,16.82552,2.220024,1
10.142674,18.429354,16.073051,2.3563023,0
9.988385,18.493479,16.513073,1.9804058,0
10.05248,17.99845,15.985881,2.0125685,0
11.124459,18.04197,15.325669,2.7163,1
10.495731,17.28809,14.79803,2.4900599,0
10.018414,17.85906,16.235634,1.6234264,4
9.687428,17.935995,16.315266,1.6207294,0
10.25964,16.094364,14.184452,1.9099121,4
9.620356,17.773905,16.046429,1.7274761,0
9.847988,18.421589,16.866035,1.5555534,0
9.928075,17.829918,16.219137,1.6107807,0
11.346137,17.847296,15.096684,2.7506113,1
10.26244,17.48209,15.815668,1.6664219,3
10.06673,17.366655,15.763412,1.6032429,4
9.786402,17.13005,15.217688,1.912363,0
9.705853,18.037336,16.484753,1.5525837,0
9.726667,18.144323,16.45556,1.6887627,0
11.01015,17.754402,15.216141,2.5382614,1
9.769851,18.484892,16.830215,1.6546764,4
10.045916,18.84027,16.967897,1.8723717,4
11.378823,17.144718,14.411619,2.733099,1
10.402061,17.186075,15.435765,1.75031,4
10.26365,17.596592,15.483512,2.11308,0
10.333453,17.756624,15.377511,2.3791132,1
11.200539,17.638844,15.065452,2.573392,0
9.478476,17.849812,16.55162,1.2981911,0
9.390394,18.174374,16.55064,1.6237335,0
9.714021,17.693054,16.117586,1.5754681,0
10.256624,16.90618,15.1496105,1.7565689,4
9.876969,18.085808,16.26044,1.825367,0
10.815818,17.236506,14.712302,2.5242033,1
10.647415,17.917358,15.387039,2.5303192,1
10.524851,16.001726,14.402539,1.5991869,4
10.06673,17.21496,15.570022,1.6449385,4
10.450469,16.221514,14.758958,1.4625559,0
9.548,17.909288,16.555756,1.3535328,4
11.271203,17.899172,15.229813,2.6693592,1
9.929817,17.505009,15.801528,1.7034807,4
9.783881,17.804205,16.375639,1.428566,0
11.485568,16.802597,14.099047,2.7035503,4
10.354373,18.05598,16.083212,1.9727688,4
9.594673,17.657839,15.930888,1.7269506,4
10.240481,18.975103,16.411985,2.563118,0
9.871323,18.213886,16.161112,2.0527744,4
9.892742,19.225275,16.908884,2.316391,0
10.353475,18.902819,16.228418,2.6744003,0
10.048,17.882368,15.700806,2.1815624,0
11.419372,17.038925,14.39151,2.6474152,1
10.293632,16.680735,14.785753,1.8949814,4
9.71598,18.073107,15.8829975,2.1901093,4
10.266977,18.599216,16.125385,2.4738312,1
9.974571,17.672743,15.788089,1.884654,0
11.153378,16.939049,14.469943,2.4691057,0
10.519225,18.576971,15.864535,2.7124357,4
9.666615,18.741049,16.649979,2.0910702,0
10.060305,18.169687,15.998201,2.171486,4
9.65431,17.597359,16.553862,1.0434971,0
9.983517,17.843412,16.332327,1.5110855,0
11.547427,16.2776,13.549342,2.7282572,4
10.050395,17.43652,15.8167715,1.6197481,4
10.839672,16.25473,14.464831,1.7898989,4
10.574029,17.313107,15.046735,2.2663717,4
10.239703,17.615808,15.36129,2.2545185,0
10.089286,18.888552,16.5708,2.317751,0
9.88918,17.44776,15.942637,1.5051222,0
11.402061,17.38559,14.695348,2.6902418,1
10.900661,17.037241,14.467504,2.5697374,0
9.543568,17.72522,16.582388,1.1428318,0
10.411136,16.142328,13.879657,2.2626715,4
10.015551,17.62487,15.859378,1.7654924,0
10.15179,16.915943,15.36525,1.5506935,4
9.638649,18.112286,16.537212,1.5750732,0
10.347537,18.197817,16.04708,2.1507378,0
10.195596,17.809673,15.622664,2.1870089,4
11.0411,15.840844,13.451958,2.3888865,4
9.989163,19.028912,16.703306,2.3256054,0
10.208374,19.448864,16.92538,2.5234833,4
10.455439,17.35354,14.82897,2.5245705,4
9.859857,19.39613,16.994331,2.4017982,0
9.911036,18.847084,16.539507,2.3075771,4
10.321444,18.667345,15.929651,2.7376938,4
10.385042,17.583883,15.597587,1.9862967,0
10.298507,16.983564,15.363007,1.6205578,4
10.042789,17.755774,15.861794,1.8939791,0
9.633172,17.973682,16.51853,1.4551525,0
9.919203,18.649063,16.333918,2.3151455,0
10.630275,16.501892,14.5156,1.9862919,4
10.013808,16.748096,15.396987,1.3511095,0
9.761755,18.504837,16.25579,2.2490463,0
9.743218,17.62942,16.260895,1.3685246,0
10.056042,17.555498,16.18941,1.3660889,4
9.759234,18.076912,16.260363,1.8165493,4
10.802085,18.616154,15.7449665,2.8711872,4
10.85443,16.762255,14.170961,2.5912933,0
9.933722,19.047028,16.58988,2.4571476,0
9.690555,18.364513,16.457502,1.907011,4
11.100873,16.960115,14.248666,2.7114496,3
9.94559,18.326406,16.785507,1.5408993,0
9.758456,17.05083,15.651189,1.399642,0
10.049617,17.996431,16.294485,1.7019463,4
10.947763,16.775936,14.502087,2.2738495,0
10.055264,18.270325,15.788417,2.4819078,0
11.026588,17.496563,14.957443,2.5391197,1
10.207596,17.223963,15.474462,1.7495012,4
11.235878,15.887769,13.274026,2.6137428,1
10.325981,17.471033,15.450702,2.0203314,4
10.295369,16.498848,14.647601,1.8512468,4
10.234835,17.329586,15.2532625,2.0763235,0
10.419372,16.01829,14.017839,2.0004501,4
9.302878,17.775572,16.5748,1.2007713,4
9.952015,18.11661,16.340351,1.7762585,0
10.753676,18.189676,15.631117,2.5585594,1
9.622098,18.959673,16.604046,2.355627,0
9.84721,18.431799,16.301159,2.13064,1
9.35421,18.51327,16.92798,1.585289,0
10.654589,16.222433,14.3571005,1.8653326,4
11.21384,17.687117,15.036322,2.650795,1
10.962802,18.278606,15.623912,2.6546946,1
9.705853,18.110548,16.564295,1.5462532,0
10.062825,17.377836,15.511917,1.8659191,4
9.612188,17.498014,16.145828,1.3521862,4
9.919203,18.040588,16.209408,1.8311806,0
10.352973,17.424145,15.0412445,2.3829002,4
9.779588,17.293896,15.801915,1.4919806,4
10.834046,15.848382,13.410785,2.4375973,4
9.711686,18.64385,16.820927,1.8229237,0
10.738514,18.597033,16.023104,2.5739288,0
9.667393,18.004457,15.918072,2.0863857,0
10.832646,16.893496,14.519062,2.3744335,4
10.841262,15.903425,13.563775,2.3396502,4
9.972051,18.309435,16.40369,1.9057446,0
10.072376,18.818668,16.3641,2.4545689,0
10.954228,16.453707,14.198302,2.2554045,4
9.321152,17.323267,16.20452,1.1187477,0
10.831246,16.978834,14.679528,2.299306,4
10.464392,17.934036,15.483235,2.450801,0
11.485568,15.787743,13.203331,2.5844116,4
9.962703,18.483606,16.283812,2.1997948,1
11.442665,16.502289,13.829429,2.6728601,4
9.952015,16.844398,15.027873,1.8165255,0
9.503552,18.407095,16.750742,1.656353,0
9.736919,17.940075,16.210018,1.7300568,0
9.778018,17.199306,15.54754,1.6517668,4
10.184908,24.242414,16.450241,7.7921734,0
10.493095,18.747795,16.145227,2.6025677,1
10.086765,19.413181,16.767967,2.645214,4
10.469546,19.43747,16.865063,2.5724068,0
10.220243,16.835508,15.007994,1.8275146,4
10.849275,15.514293,13.539242,1.9750509,4
9.481182,17.902592,16.51772,1.3848724,0
9.726667,17.75648,16.100504,1.6559753,0
10.795179,18.727358,15.985623,2.7417345,4
9.358114,17.74177,16.436972,1.3047981,0
11.825981,16.266518,13.471717,2.7948008,1
9.561083,18.144613,16.742716,1.4018974,0
9.574119,18.63573,16.4826,2.1531315,1
10.877584,18.247242,15.595563,2.651679,0
9.78875,18.929104,16.87353,2.0555744,1
10.246703,17.99958,15.774496,2.2250843,4
10.738704,18.48273,15.927573,2.5551577,1
10.332836,17.57022,15.31632,2.2539005,1
11.152851,17.358265,14.740065,2.6182003,1
10.596647,17.703115,15.340562,2.3625536,1
9.765588,18.806181,16.783802,2.022379,4
9.740481,18.763441,16.728384,2.035057,0
9.994421,18.950634,16.542616,2.408018,1
9.627745,17.676722,16.003504,1.6732178,4
10.188812,19.3033,16.47089,2.8324108,0
10.314418,18.587812,15.917079,2.6707335,4
10.844737,16.835009,14.388959,2.4460497,1
10.504037,17.887161,15.740656,2.1465054,4
10.502476,15.135446,13.368356,1.7670898,4
11.595247,17.073885,14.284665,2.7892199,1
10.523451,18.354155,15.876134,2.4780207,1
10.697211,17.81505,15.180232,2.634818,0
9.640154,19.029655,16.807962,2.221693,0
10.167393,19.86494,16.947289,2.9176521,0
10.449501,16.630543,14.526615,2.1039276,4
10.184908,16.640253,14.653226,1.9870272,1
9.788144,18.214113,16.08819,2.1259232,0
10.335974,18.114912,15.732964,2.3819485,0
10.651641,17.958416,15.445308,2.5131083,4
10.156831,18.374582,15.888659,2.4859238,0
10.998721,18.033209,15.369173,2.6640358,0
10.835784,18.264124,15.643065,2.6210585,0
11.396435,16.741503,14.087284,2.6542187,1
9.998854,16.374317,15.068578,1.3057394,0
9.880671,17.15446,15.66034,1.4941206,4
10.031323,17.723688,15.766056,1.9576321,0
9.844426,17.695238,16.21041,1.484829,4
10.572819,16.715425,14.704807,2.0106182,4
9.786402,17.40287,15.535874,1.8669958,4
10.214021,16.927378,15.051832,1.8755455,0
9.582688,18.455528,16.7805,1.6750278,0
9.544532,18.605175,16.906982,1.6981926,0
10.070992,17.919386,15.700497,2.2188892,0
9.477697,17.927208,16.601494,1.3257141,0
11.461254,17.584345,14.847776,2.7365685,1
11.023261,18.473925,15.756863,2.717062,0
9.902994,17.832352,15.8463955,1.9859562,0
9.864898,18.580854,16.45336,2.1274948,4
11.017825,15.325458,13.285019,2.0404387,4
10.416572,16.280779,14.653821,1.6269579,4
9.946368,16.96291,15.626785,1.3361244,0
10.105374,16.69904,15.296909,1.4021301,0
10.112358,17.927195,16.253027,1.6741676,4
10.361768,16.174757,14.611148,1.5636091,4
11.265577,17.752962,15.00427,2.7486925,1
10.021976,17.495886,16.113836,1.3820496,4
10.061861,16.930662,15.109265,1.8213968,4
10.440928,17.807995,15.456226,2.3517685,0
10.321633,17.37825,15.724811,1.6534395,0
10.039491,18.493633,16.30652,2.1871128,4
10.180429,17.537264,15.700291,1.8369732,0
10.71505,17.733599,15.135003,2.5985956,1
10.826171,17.202818,14.829656,2.3731623,0
9.974571,17.675846,16.32268,1.3531666,0
9.82193,17.113773,15.726331,1.3874426,4
10.47014,17.092216,14.735172,2.3570442,1
10.449501,16.305548,14.249691,2.0558567,4
11.004469,16.717695,14.237726,2.479969,1
10.274341,18.507332,15.9683895,2.5389423,0
11.439338,16.632244,13.871032,2.7612123,1
10.252276,17.28547,15.290711,1.9947577,0
10.403271,16.877148,14.4847975,2.3923502,4
9.677908,18.35397,16.84172,1.512249,1
11.200539,17.856234,15.263515,2.5927181,4
11.192473,17.747087,15.114801,2.632286,0
9.667393,18.449038,16.850046,1.5989914,4
9.495728,16.85547,15.575298,1.2801723,0
10.352973,19.40661,16.935356,2.4712543,0
9.897783,17.916628,16.280718,1.63591,0
9.804837,17.053825,15.232889,1.8209362,4
9.834174,17.359497,15.542247,1.8172503,4
9.81913,18.013472,16.588192,1.4252796,0
11.204764,16.601997,13.980329,2.6216688,4
10.464202,19.209679,16.75166,2.4580193,0
10.602421,19.465296,16.8394,2.6258965,0
10.500121,18.176495,15.64047,2.536025,1
9.996769,18.348097,16.37544,1.9726562,4
10.906598,16.706493,14.247738,2.4587555,1
9.591374,18.294558,16.810225,1.484333,4
10.314418,17.298468,15.421929,1.8765383,4
9.909652,19.21573,16.89579,2.3199406,4
10.569154,16.08099,14.07706,2.00393,4
9.593117,18.355299,16.843418,1.5118809,0
10.580156,17.702648,15.396575,2.3060732,4
10.193853,17.150557,15.830452,1.3201046,0
10.670409,17.699669,15.609764,2.0899048,0
9.739703,18.9869,16.861925,2.1249752,0
10.477503,15.940497,13.807141,2.133356,4
11.321444,17.679695,14.998708,2.6809874,1
11.331099,16.27388,13.7080345,2.5658455,4
10.259302,18.255629,15.920185,2.3354435,0
10.649903,18.258568,15.829036,2.429532,0
10.247046,18.204044,15.926264,2.2777805,0
11.48243,16.622023,14.057278,2.564745,4
10.091374,18.010302,16.154129,1.8561726,0
11.151451,18.148561,15.526044,2.6225176,1
10.829509,18.100601,15.611395,2.4892063,0
10.256624,18.976048,16.47765,2.4983978,0
10.079376,18.192865,16.771803,1.4210625,0
10.234056,16.925068,15.324482,1.6005859,0
9.883797,18.100718,16.421495,1.6792221,0
10.429725,18.797607,16.197527,2.6000805,0
10.793632,17.663273,15.082195,2.5810776,4
9.907909,18.433624,16.665829,1.7677956,0
9.717722,17.764324,16.164806,1.5995178,0
10.424247,18.027727,15.786019,2.2417078,0
10.38876,18.01312,16.016628,1.9964924,4
10.323371,18.347345,15.967548,2.379797,4
9.687428,18.343962,16.756319,1.5876427,4
10.534824,16.79208,14.945455,1.8466253,4
9.830875,17.48138,16.22963,1.251751,4
11.179951,16.349129,13.809797,2.5393314,1
11.022051,17.85632,15.283112,2.5732079,0
9.688812,17.888687,16.096247,1.7924404,0
11.130275,16.673744,14.429136,2.244608,0
11.282406,17.601036,14.938499,2.6625366,1
10.170519,16.631424,14.742945,1.8884792,4
10.697739,15.53398,13.59184,1.9421406,4
10.649903,16.42636,14.576777,1.8495817,0
11.067944,17.83784,15.268232,2.5696068,0
9.960182,18.614567,16.40991,2.2046566,0
11.21785,16.097898,13.522168,2.5757303,0
10.63834,17.576878,15.242252,2.3346252,4
11.033143,18.505732,15.831481,2.6742506,1
9.817731,18.357162,16.66477,1.6923923,4
10.148321,19.270878,16.66186,2.6090183,0
9.815089,16.682459,15.066892,1.6155672,0
10.393107,15.966093,14.052678,1.913415,4
9.714021,18.20811,16.569872,1.6382389,4
10.477693,17.969465,15.512599,2.4568663,0
11.642878,17.05334,14.331793,2.721548,1
10.358346,18.12555,15.794078,2.3314714,0
11.314418,18.193233,15.309177,2.884056,0
11.734166,16.832785,14.074105,2.7586794,1
10.618711,18.112213,15.460957,2.6512566,4
10.005641,18.237495,16.133272,2.1042233,4
11.686848,16.77804,14.04769,2.7303495,1
11.315818,18.202782,15.41031,2.792472,0
10.325981,17.154062,15.428422,1.7256403,0
10.925647,17.666735,15.015303,2.651432,0
10.250539,16.937128,15.094261,1.8428669,4
10.455628,17.827372,15.444314,2.3830576,1
11.579967,17.150364,14.452988,2.6973763,1
11.348747,16.621078,13.984835,2.6362438,1
10.348937,19.208218,16.495373,2.7128448,4
11.126387,18.127419,15.500445,2.6269732,0
10.579967,18.7129,16.000105,2.7127953,0
10.081461,18.177628,16.440739,1.7368889,0
10.700539,18.526545,15.961063,2.5654812,0
9.888838,18.33466,16.418924,1.9157352,4
11.31287,17.214012,14.590312,2.6237001,0
10.624459,16.353783,14.497716,1.8560667,1
10.828109,16.96916,14.542208,2.4269524,1
11.130612,16.62848,14.185184,2.4432974,0
9.866282,18.534698,16.195322,2.3393764,0
10.106931,18.53033,16.769306,1.7610245,0
11.386632,17.176922,14.467954,2.7089682,1
10.01303,18.873285,16.575277,2.298008,0
10.380505,18.197458,15.942696,2.2547626,0
10.13417,18.845787,16.461967,2.3838196,4
10.130871,17.100134,15.323177,1.7769566,4
10.813208,18.662807,16.104408,2.5583992,0
9.904611,17.830126,16.340311,1.4898148,0
10.766977,18.464815,15.904727,2.5600882,1
10.428135,18.171932,15.779108,2.3928242,0
11.344399,17.915903,15.179545,2.7363577,0
10.672147,18.416273,15.847654,2.5686188,0
10.099542,16.990099,15.419304,1.570795,0
10.101284,17.345201,15.602233,1.7429686,4
9.926332,18.037548,16.170595,1.8669529,0
11.850675,16.32159,13.668098,2.653492,1
10.753676,16.567251,14.924488,1.6427631,4
11.314608,17.862146,15.138462,2.7236843,1
9.60441,18.158167,16.700493,1.457674,0
11.195811,18.11834,15.363106,2.7552338,1
10.907998,18.656706,16.054384,2.6023216,0
9.986643,18.64561,16.70606,1.9395504,0
11.321633,16.809393,14.148659,2.6607342,0
10.703339,19.320517,16.615923,2.7045937,0
10.741504,18.976894,16.443533,2.5333614,0
10.221626,16.473274,14.487128,1.986146,4
11.110286,18.35773,15.65213,2.7056007,0
10.626197,18.792852,16.304394,2.4884586,1
9.726667,17.900616,16.654045,1.2465706,0
10.408336,18.570297,16.294914,2.275383,4
10.339672,18.25158,16.079956,2.1716232,0
10.939528,20.577389,16.901299,3.6760902,0
11.912224,16.757618,13.935431,2.8221874,1
9.486643,18.044413,16.68472,1.3596935,4
11.138678,17.531593,14.873148,2.6584454,1
10.177302,19.340092,16.783258,2.5568333,0
11.352973,17.867178,15.1710615,2.6961164,0
9.804837,18.672815,16.355907,2.316908,0
10.43639,16.766113,14.892746,1.8733673,4
9.916263,16.439224,14.869719,1.5695057,4
10.577356,19.052822,16.18522,2.8676014,4
10.790642,17.117573,14.288994,2.828579,4
10.964392,17.366474,14.788264,2.5782099,0
9.778018,17.383604,15.572542,1.8110619,4
10.007383,18.352423,16.333427,2.0189953,0
10.914402,16.600208,14.023299,2.576909,4
10.197872,17.736084,15.8509035,1.8851805,0
10.722075,19.369213,16.670877,2.6983356,1
10.671957,17.878622,15.31317,2.5654516,0
10.63834,17.11465,14.848283,2.266368,4
9.996955,17.160845,15.326503,1.834342,4
9.958798,17.673481,16.098196,1.575285,4
10.71645,17.765251,15.044103,2.7211485,0
9.368802,17.064104,15.926127,1.1379766,0
10.959664,16.890162,14.757255,2.132907,0
11.409546,17.934856,15.158751,2.7761059,4
10.473467,18.867662,16.069029,2.7986336,4
9.462703,18.200006,16.856482,1.3435249,0
11.305532,17.792158,15.128497,2.663661,4
10.352075,17.89516,15.67619,2.2189703,0
11.873479,17.499916,14.404859,3.0950575,4
9.955209,18.060986,16.343498,1.7174873,0
11.278351,17.382692,14.680132,2.7025604,1
9.594081,16.828808,15.706759,1.1220484,0
10.563866,18.842844,16.380352,2.462492,0
10.766977,17.237486,14.728202,2.509284,0
10.177908,17.96265,16.021322,1.941328,0
9.970494,17.125652,14.94515,2.180502,0
9.932338,17.361723,15.856739,1.5049839,4
10.106931,19.58866,16.764402,2.824257,0
10.331246,17.034851,15.257308,1.7775431,4
10.172261,17.562729,15.54411,2.0186186,4
10.316008,17.299723,14.945262,2.3544607,0
10.732888,18.996187,16.49966,2.4965267,0
10.283616,17.064852,15.249462,1.8153896,4
9.734399,16.608646,15.165431,1.4432154,4
10.206039,17.0578,14.871873,2.1859274,4
10.169135,17.701803,15.542778,2.1590252,0
10.906598,18.53861,15.947645,2.5909653,0
10.145801,17.752077,15.930456,1.821621,0
9.912778,17.755558,16.03806,1.7174988,4
11.46874,17.504526,14.836725,2.667801,1
10.907998,16.69313,14.614483,2.0786476,4
10.605748,18.821457,16.371613,2.4498444,0
9.966404,19.472725,16.968615,2.5041103,0
9.701949,18.071033,15.982536,2.0884972,4
10.099542,17.330984,15.726579,1.6044054,4
11.000121,17.625244,15.097332,2.5279121,4
10.604789,17.323069,14.980725,2.3423433,4
9.713243,17.336317,15.747121,1.5891962,4
9.435464,18.42202,16.739954,1.682066,0
10.642688,18.593956,15.851964,2.741992,0
9.932943,17.591671,15.974901,1.6167698,0
11.38557,17.23144,14.561265,2.6701746,1
11.124459,16.87551,14.330506,2.545003,4
9.395263,18.160463,16.98105,1.1794128,0
10.177302,17.490978,15.911761,1.579217,0
10.865804,18.691097,16.115162,2.5759354,0
11.413624,17.53411,14.900139,2.6339703,1
10.55619,16.674507,14.653838,2.020669,0
10.546027,16.919378,14.453152,2.4662266,0
10.402061,15.741737,13.93779,1.8039474,4
9.660968,17.64197,15.821492,1.8204775,0
10.795986,18.07579,15.43197,2.6438208,1
10.997321,16.743574,14.233093,2.5104809,4
10.009904,17.246008,15.544026,1.7019815,4
10.229015,19.002405,16.501167,2.5012379,0
10.03288,18.404655,16.2917,2.112955,0
11.109948,17.204554,14.481155,2.7233982,1
11.495394,17.65079,14.886856,2.7639332,1
10.838462,19.122108,16.388885,2.733223,1
10.793632,18.801851,16.183237,2.6186142,0
11.013288,18.585215,15.937894,2.6473207,1
10.671957,16.692633,14.63383,2.0588026,4
11.116974,18.51307,15.810624,2.702445,0
10.30988,17.677423,15.591202,2.0862217,4
10.832836,16.197212,13.816106,2.3811064,4
10.350147,18.346354,16.358582,1.987772,4
10.736776,18.098085,15.544324,2.5537615,0
10.728351,17.761713,15.206268,2.5554447,1
9.988385,18.391495,16.647408,1.7440872,4
10.30867,17.093908,15.125146,1.9687624,4
10.365993,18.28718,15.721416,2.5657635,0
10.623059,17.818369,15.227077,2.5912924,1
11.488368,16.861055,14.175011,2.6860447,1
9.526455,16.78956,15.552688,1.2368727,0
10.930062,17.760317,14.887962,2.8723545,0
10.785206,16.67197,14.239497,2.4324732,1
10.202555,18.141108,15.773378,2.3677292,4
11.21785,18.310099,15.594162,2.7159367,0
10.400323,19.254578,16.4161,2.838478,1
9.938201,17.536089,16.13428,1.4018097,4
10.623866,19.530926,16.92225,2.608675,0
11.213502,16.596132,13.912645,2.683487,0
9.768108,18.500591,16.545073,1.9555187,4
10.596647,17.646038,15.242328,2.4037104,4
9.916077,16.9466,15.325084,1.6215162,4
9.835917,18.05456,16.540615,1.5139446,0
10.869131,17.518017,15.021875,2.4961414,4
10.090596,16.550123,14.714592,1.8355312,4
9.562825,18.122248,16.255833,1.866415,0
11.777141,16.70114,13.921301,2.7798386,1
