Rk,Player,Pos,Age,Tm,G,MP,FGP,Distance,2P,0-3,3-10,10-16,16-3P,3P,3PA,2PA,FGA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
272,Justin Jackson,SF,26,BOS,1,2,0,20.9,0,,,,0,,0,1,1,2,2,1,0,0,0,0,0,0,0,0,2
272,Justin Jackson,SF,26,PHO,6,35,0.357,19.8,0.4,,0.667,0,0,0.333,9,5,14,0,0,,1,6,7,2,0,0,1,3,13
273,Reggie Jackson,SG,31,LAC,75,2337,0.392,16.3,0.439,0.627,0.444,0.354,0.304,0.326,512,710,1222,138,163,0.847,39,232,271,359,55,15,173,159,1263
274,LeBron James,C,37,LAL,56,2084,0.524,13.8,0.62,0.796,0.465,0.382,0.426,0.359,448,773,1221,254,336,0.756,63,396,459,349,73,59,196,121,1695
275,DeJon Jarreau,SG,24,IND,1,1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
276,DaQuan Jeffries,SG,24,MEM,3,9,0.5,12.1,1,1,,,,0,1,1,2,0,0,,0,2,2,1,0,0,0,1,2
277,Ty Jerome,SG,24,OKC,48,801,0.378,18.3,0.493,0.478,0.481,0.568,0.2,0.29,186,142,328,38,47,0.809,19,59,78,109,30,5,37,73,340
278,Isaiah Joe,SG,22,PHI,55,609,0.35,22.2,0.405,0.643,0.333,0.375,0.214,0.333,135,42,177,29,31,0.935,6,50,56,35,14,3,19,47,198
279,Alize Johnson,PF,25,TOT,23,167,0.436,6.2,0.486,0.5,0.455,0.5,,0,4,35,39,7,12,0.583,28,33,61,9,5,0,12,18,41
279,Alize Johnson,PF,25,CHI,16,121,0.522,6.6,0.571,0.636,0.556,0,,0,2,21,23,4,7,0.571,16,20,36,8,3,0,8,15,28
279,Alize Johnson,PF,25,WAS,3,18,0.333,9.7,0.5,0.5,,,,0,2,4,6,0,1,0,5,7,12,0,0,0,3,0,4
279,Alize Johnson,PF,25,NOP,4,28,0.3,3.2,0.3,0.286,0,1,,,0,10,10,3,4,0.75,7,6,13,1,2,0,1,3,9
280,B.J. Johnson,SF,26,ORL,4,65,0.44,16.9,0.467,0.4,0,0.667,0.6,0.4,10,15,25,0,0,,6,9,15,0,0,1,0,4,26
281,Cameron Johnson,PF,25,PHO,66,1730,0.46,18.6,0.523,0.766,0.483,0.24,0.2,0.425,391,216,607,98,114,0.86,42,231,273,99,57,16,47,113,822
282,David Johnson,SG,20,TOR,2,2,0,26.1,,,,,,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0
283,Jalen Johnson,PF,20,ATL,22,120,0.537,10.8,0.679,0.95,0,0,0,0.231,13,28,41,5,7,0.714,2,24,26,3,3,2,9,9,52
284,James Johnson,PF,34,BRK,62,1191,0.469,9.4,0.545,0.651,0.39,0.2,0.143,0.271,85,222,307,29,55,0.527,51,164,215,130,30,34,48,162,340
285,Joe Johnson,SG,40,BOS,1,2,1,18.1,1,,,,1,,0,1,1,0,0,,0,0,0,0,0,0,0,0,2
286,Keldon Johnson,SF,22,SAS,75,2392,0.466,13.4,0.51,0.645,0.45,0.369,0.414,0.398,399,612,1011,177,234,0.756,80,377,457,158,58,14,92,148,1278
287,Keon Johnson,SG,19,TOT,37,696,0.353,13.3,0.36,0.507,0.353,0.214,0,0.34,100,172,272,41,51,0.804,24,57,81,76,28,12,46,69,267
287,Keon Johnson,SG,19,LAC,15,135,0.333,11,0.35,0.6,0.308,0.2,0,0.273,11,40,51,16,21,0.762,6,15,21,13,7,2,7,21,53
287,Keon Johnson,SG,19,POR,22,562,0.357,13.9,0.364,0.483,0.368,0.217,0,0.348,89,132,221,25,30,0.833,18,42,60,63,21,10,39,48,214
288,Stanley Johnson,PF,25,LAL,48,1094,0.466,13.7,0.575,0.738,0.37,0.682,0.444,0.314,105,146,251,53,74,0.716,34,121,155,80,43,14,35,109,320
289,Tyler Johnson,PG,29,TOT,6,91,0.3,22.2,0.143,,,0,0.25,0.385,13,7,20,0,0,,3,9,12,7,3,3,2,7,17
289,Tyler Johnson,PG,29,PHI,3,38,0.4,23.6,0.333,,,0,0.5,0.429,7,3,10,0,0,,1,5,6,2,1,1,1,4,11
289,Tyler Johnson,PG,29,SAS,3,53,0.2,20.8,0,,,0,0,0.333,6,4,10,0,0,,2,4,6,5,2,2,1,3,6
290,Nikola Jokić,C,26,DEN,74,2476,0.583,10.2,0.652,0.776,0.606,0.565,0.467,0.337,288,1023,1311,379,468,0.81,206,813,1019,584,109,63,281,191,2004
291,Carlik Jones,PG,24,TOT,5,23,0.111,10.1,0.125,0.333,0,0,0,0,1,8,9,2,2,1,1,2,3,5,1,0,3,0,4
291,Carlik Jones,PG,24,DAL,3,19,0,10,0,0,0,0,,0,1,6,7,2,2,1,1,2,3,5,1,0,3,0,2
291,Carlik Jones,PG,24,DEN,2,4,0.5,10.2,0.5,1,,,0,,0,2,2,0,0,,0,0,0,0,0,0,0,0,2
292,Damian Jones,C,26,SAC,56,1017,0.658,7.4,0.696,0.877,0.469,0.438,0.519,0.345,29,237,266,94,131,0.718,75,171,246,69,26,47,59,130,454
293,Derrick Jones Jr.,PF,24,CHI,51,899,0.538,8.9,0.634,0.701,0.32,1,1,0.328,61,134,195,56,70,0.8,60,109,169,30,25,33,30,105,286
294,Herbert Jones,PF,23,NOP,78,2335,0.476,10.7,0.533,0.685,0.288,0.444,0.381,0.337,169,407,576,137,163,0.84,98,198,296,167,130,60,100,238,742
295,Jemerrio Jones,SF,26,LAL,2,15,0.667,2.7,0.667,1,0,,,,0,3,3,0,0,,2,1,3,0,1,0,0,2,4
296,Kai Jones,C,21,CHO,21,63,0.643,7.7,0.667,1,0.333,0,0,0.5,2,12,14,3,8,0.375,3,8,11,4,1,2,6,8,22
297,Mason Jones,SG,23,LAL,4,51,0.467,10.5,0.545,0.75,0.5,0,,0.25,4,11,15,12,15,0.8,1,9,10,4,2,0,1,8,27
298,Tre Jones,PG,22,SAS,69,1148,0.49,9.7,0.542,0.615,0.5,0.485,0.583,0.196,51,288,339,71,91,0.78,29,126,155,233,42,7,46,78,413
299,Tyus Jones,PG,25,MEM,73,1549,0.451,15.2,0.487,0.6,0.496,0.455,0.36,0.39,205,347,552,54,66,0.818,17,159,176,324,66,2,46,32,632
300,DeAndre Jordan,C,33,TOT,48,622,0.643,1.7,0.643,0.701,0.417,0,0,,0,143,143,22,40,0.55,83,181,264,21,12,35,37,71,206
300,DeAndre Jordan,C,33,LAL,32,408,0.674,1.8,0.674,0.746,0.412,,0,,0,89,89,12,26,0.462,51,121,172,13,10,26,21,50,132
300,DeAndre Jordan,C,33,PHI,16,214,0.593,1.6,0.593,0.63,0.429,0,,,0,54,54,10,14,0.714,32,60,92,8,2,9,16,21,74
301,Cory Joseph,PG,30,DET,65,1600,0.445,14.7,0.465,0.614,0.429,0.346,0.311,0.414,157,243,400,100,113,0.885,29,145,174,237,42,17,85,147,521
302,Georgios Kalaitzakis,SF,23,TOT,13,213,0.463,13.8,0.512,0.667,0.583,0.333,0,0.385,26,41,67,14,30,0.467,6,15,21,12,11,2,20,19,86
302,Georgios Kalaitzakis,SF,23,MIL,9,48,0.455,13.4,0.429,0.5,0.667,0,,0.5,4,7,11,4,9,0.444,4,4,8,0,1,1,4,8,16
302,Georgios Kalaitzakis,SF,23,OKC,4,166,0.464,13.9,0.529,0.688,0.556,0.5,0,0.364,22,34,56,10,21,0.476,2,11,13,12,10,1,16,11,70
303,Frank Kaminsky,C,28,PHO,9,181,0.545,9.2,0.608,0.65,0.577,0.75,0,0.333,15,51,66,18,20,0.9,11,30,41,13,8,7,5,14,95
304,Luke Kennard,SG,25,LAC,70,1919,0.449,20.8,0.449,0.625,0.455,0.416,0.385,0.449,423,216,639,69,77,0.896,20,209,229,146,42,6,60,101,833
305,Braxton Key,SF,24,TOT,11,197,0.458,11,0.529,0.762,0.476,0.2,0,0.286,21,51,72,7,13,0.538,13,37,50,11,10,11,11,26,79
305,Braxton Key,SF,24,PHI,2,6,0.5,12.7,1,1,,,,0,1,1,2,0,0,,1,1,2,1,1,0,2,1,2
305,Braxton Key,SF,24,DET,9,191,0.457,11,0.52,0.75,0.476,0.2,0,0.3,20,50,70,7,13,0.538,12,36,48,10,9,11,9,25,77
306,George King,SF,28,DAL,4,19,0,19.6,0,,0,,,0,4,1,5,1,2,0.5,0,5,5,0,0,0,1,4,1
307,Louis King,SF,22,SAC,10,104,0.319,20.1,0.35,1,0.333,0.25,0.333,0.296,27,20,47,7,10,0.7,0,12,12,9,2,1,0,14,45
308,Corey Kispert,SF,22,WAS,77,1801,0.455,18.1,0.629,0.791,0.515,0.565,0.353,0.35,320,194,514,54,62,0.871,53,156,209,85,35,22,50,93,634
309,Maxi Kleber,PF,30,DAL,59,1450,0.398,19.9,0.586,0.845,0.278,0.214,0.111,0.325,255,99,354,46,65,0.708,70,280,350,68,30,58,47,137,411
310,Brandon Knight,PG,30,DAL,5,65,0.4,19.4,0.75,0.857,0,,,0.235,17,8,25,8,8,1,0,8,8,8,1,0,4,5,32
311,Nathan Knight,PF,24,MIN,37,267,0.511,5.7,0.547,0.673,0.273,0,,0.308,13,75,88,44,60,0.733,32,53,85,22,7,8,18,42,138
312,Kevin Knox,SF,22,TOT,30,222,0.365,18.5,0.516,0.769,0.556,0,0.25,0.278,54,31,85,16,22,0.727,14,30,44,10,4,2,7,19,93
312,Kevin Knox,SF,22,NYK,13,111,0.375,20,0.417,1,0,0,0,0.357,28,12,40,7,10,0.7,8,14,22,3,2,1,5,5,47
312,Kevin Knox,SF,22,ATL,17,111,0.356,17.2,0.579,0.625,0.833,0,0.333,0.192,26,19,45,9,12,0.75,6,16,22,7,2,1,2,14,46
313,John Konchar,SG,25,MEM,72,1292,0.515,14.3,0.61,0.736,0.458,0.429,0.182,0.413,126,136,262,27,49,0.551,87,242,329,109,45,22,29,90,349
314,Furkan Korkmaz,SG,24,PHI,67,1414,0.387,17.4,0.515,0.739,0.314,0.5,0.292,0.289,266,204,470,68,84,0.81,22,153,175,127,33,9,48,58,509
315,Luke Kornet,C,26,TOT,15,103,0.481,7.2,0.591,0.643,0.667,0,,0,5,22,27,4,6,0.667,13,16,29,9,3,3,0,9,30
315,Luke Kornet,C,26,CLE,2,15,0.2,7.7,0.25,0.333,0,,,0,1,4,5,2,3,0.667,2,1,3,1,0,1,0,1,4
315,Luke Kornet,C,26,MIL,1,3,0,11.9,0,,,0,,,0,1,1,0,0,,1,0,1,0,0,0,0,1,0
315,Luke Kornet,C,26,BOS,12,85,0.571,6.9,0.706,0.727,0.8,0,,0,4,17,21,2,3,0.667,10,15,25,8,3,2,0,7,26
316,Vit Krejci,SG,21,OKC,30,690,0.407,17.5,0.522,0.824,0.442,0,0.429,0.327,98,69,167,19,22,0.864,18,83,101,57,19,8,29,65,187
317,Arnoldas Kulboka,SF,24,CHO,2,5,0,23.4,,,,,,0,1,0,1,0,0,,0,0,0,0,0,0,0,1,0
318,Jonathan Kuminga,SF,19,GSW,70,1185,0.513,11,0.598,0.771,0.433,0.4,0.286,0.336,149,311,460,130,190,0.684,54,180,234,64,31,22,74,146,652
319,Kyle Kuzma,PF,26,WAS,66,2204,0.452,14.8,0.526,0.744,0.498,0.386,0.311,0.341,375,561,936,156,219,0.712,70,491,561,233,42,57,169,128,1130
320,Anthony Lamb,SF,24,SAS,2,8,0,27.1,,,,,,0,2,0,2,0,0,,0,1,1,2,0,0,0,0,0
321,Jeremy Lamb,SF-SG,29,TOT,56,935,0.383,17.4,0.441,0.581,0.4,0.412,0.44,0.324,170,177,347,89,106,0.84,26,128,154,81,31,22,37,59,410
321,Jeremy Lamb,SF,29,IND,39,613,0.373,18,0.414,0.474,0.405,0.4,0.4,0.333,117,111,228,67,80,0.838,15,79,94,51,23,14,24,44,276
321,Jeremy Lamb,SG,29,SAC,17,322,0.403,16.3,0.485,0.75,0.393,0.438,0.5,0.302,53,66,119,22,26,0.846,11,49,60,30,8,8,13,15,134
322,Jock Landale,C,26,SAS,54,589,0.495,13.3,0.626,0.707,0.484,0.2,0.75,0.326,89,115,204,34,41,0.829,63,75,138,45,10,14,31,53,265
323,Romeo Langford,SG,22,TOT,48,771,0.435,14.4,0.509,0.718,0.37,0.467,0.333,0.341,85,106,191,23,42,0.548,30,78,108,21,22,16,16,47,218
323,Romeo Langford,SG,22,BOS,44,728,0.429,14.5,0.495,0.711,0.364,0.429,0.2,0.349,83,101,184,20,34,0.588,30,74,104,19,21,16,16,46,207
323,Romeo Langford,SG,22,SAS,4,43,0.571,12.3,0.8,1,0.5,1,1,0,2,5,7,3,8,0.375,0,4,4,2,1,0,0,1,11
324,Zach LaVine,SG,26,CHI,67,2328,0.476,15.2,0.534,0.7,0.451,0.343,0.408,0.389,475,711,1186,320,375,0.853,22,286,308,303,41,23,171,120,1635
325,Jake Layman,SF,27,MIN,34,231,0.411,14.4,0.579,0.773,0.222,0.25,0.667,0.229,35,38,73,13,18,0.722,6,30,36,9,7,5,10,12,81
326,Damion Lee,SG,29,GSW,63,1256,0.441,16.4,0.541,0.833,0.429,0.343,0.303,0.337,187,196,383,66,75,0.88,27,176,203,63,39,6,38,95,467
327,Saben Lee,PG,22,DET,37,604,0.39,11.2,0.47,0.597,0.341,0.143,0,0.233,60,117,177,56,71,0.789,18,69,87,107,36,12,36,44,208
328,Alex Len,C,28,SAC,39,620,0.534,7,0.568,0.712,0.441,0.455,0,0.286,21,155,176,41,63,0.651,52,109,161,45,13,25,43,100,235
329,Caris LeVert,SG,27,TOT,58,1780,0.444,12.8,0.497,0.638,0.441,0.442,0.37,0.32,256,598,854,146,193,0.756,43,171,214,248,51,23,108,131,986
329,Caris LeVert,SG,27,IND,39,1214,0.447,13,0.501,0.661,0.453,0.42,0.45,0.323,189,433,622,111,146,0.76,30,120,150,173,35,18,75,91,728
329,Caris LeVert,SG,27,CLE,19,567,0.435,12.4,0.485,0.589,0.41,0.512,0.143,0.313,67,165,232,35,47,0.745,13,51,64,75,16,5,33,40,258
330,Kira Lewis Jr.,PG,20,NOP,24,341,0.404,14.8,0.523,0.718,0.4,0.333,0.333,0.224,58,88,146,10,12,0.833,9,30,39,49,11,1,26,17,141
331,Scottie Lewis,SG,21,CHO,2,7,,,,,,,,,0,0,0,1,2,0.5,0,0,0,1,1,0,0,0,1
332,Damian Lillard,PG,31,POR,29,1056,0.402,17.9,0.485,0.561,0.308,0.439,0.464,0.324,284,268,552,159,181,0.878,13,107,120,212,17,11,83,37,695
333,Nassir Little,SF,21,POR,42,1088,0.46,14.9,0.584,0.742,0.386,0.333,0.438,0.331,154,161,315,69,94,0.734,58,178,236,54,25,36,40,82,410
334,Isaiah Livers,SF,23,DET,19,383,0.456,20.1,0.538,0.8,0.429,0.667,0.167,0.422,64,26,90,12,14,0.857,15,42,57,21,13,7,15,37,121
335,Kevon Looney,C,25,GSW,82,1732,0.571,4.6,0.573,0.675,0.554,0.292,0.2,0,1,363,364,75,125,0.6,208,388,596,165,50,52,67,215,491
336,Brook Lopez,C,33,MIL,13,298,0.466,13.2,0.538,0.821,0.346,0.091,0,0.358,53,78,131,20,23,0.87,19,34,53,6,8,15,12,34,161
337,Robin Lopez,C,33,ORL,36,612,0.553,6.2,0.56,0.714,0.512,0.364,0.333,0.333,6,193,199,32,54,0.593,68,58,126,54,2,18,44,67,254
338,Didi Louzada,SG-SF,22,TOT,9,129,0.364,20,0.3,0.5,0,0,1,0.391,23,10,33,2,2,1,5,12,17,5,2,2,5,13,35
338,Didi Louzada,SF,22,NOP,2,7,0,25.1,,,,,,0,3,0,3,0,0,,2,0,2,1,0,0,0,0,0
338,Didi Louzada,SG,22,POR,7,122,0.4,19.4,0.3,0.5,0,0,1,0.45,20,10,30,2,2,1,3,12,15,4,2,2,5,13,35
339,Kevin Love,C,33,CLE,74,1665,0.43,19.7,0.493,0.709,0.461,0.391,0.328,0.392,477,284,761,166,198,0.838,87,449,536,160,26,18,98,101,1007
340,Kyle Lowry,PG,35,MIA,63,2133,0.44,19.8,0.539,0.711,0.456,0.456,0.473,0.377,382,245,627,148,174,0.851,33,249,282,474,67,17,168,177,844
341,Gabriel Lundberg,SG,27,PHO,4,44,0.263,19.3,0.182,0,0,,0.286,0.375,8,11,19,0,0,,2,5,7,11,3,0,3,7,13
342,Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,0.398,17.5,0.469,0.512,0.385,0.429,0.333,0.361,122,64,186,35,41,0.854,17,65,82,40,18,6,20,76,227
343,Trey Lyles,PF,26,TOT,75,1536,0.466,12.8,0.552,0.671,0.516,0.279,0.4,0.321,209,353,562,195,243,0.802,89,290,379,88,29,32,73,123,786
343,Trey Lyles,PF,26,DET,51,990,0.456,13.2,0.55,0.651,0.53,0.321,0.389,0.301,146,238,384,138,176,0.784,60,184,244,58,22,26,54,91,532
343,Trey Lyles,PF,26,SAC,24,547,0.489,11.8,0.557,0.709,0.488,0.2,0.5,0.365,63,115,178,57,67,0.851,29,106,135,30,7,6,19,32,254
344,Théo Maledon,PG,20,OKC,51,908,0.375,15.3,0.449,0.514,0.462,0.294,0.286,0.293,150,167,317,79,100,0.79,20,111,131,111,31,11,65,67,361
345,Sandro Mamukelashvili,PF,22,MIL,41,407,0.496,13.3,0.556,0.638,0.25,0.667,0,0.423,52,63,115,18,22,0.818,35,47,82,22,9,9,15,28,154
346,Terance Mann,SF,25,LAC,81,2317,0.484,12.3,0.535,0.69,0.46,0.4,0.298,0.365,208,482,690,128,164,0.78,104,321,425,209,55,21,84,178,872
347,Tre Mann,PG,20,OKC,60,1367,0.393,16.7,0.421,0.533,0.394,0.418,0.37,0.36,272,316,588,65,82,0.793,25,146,171,91,47,12,71,102,625
348,Boban Marjanović,C,33,DAL,23,128,0.6,7,0.621,0.783,0.552,0.417,1,0.25,4,66,70,13,22,0.591,8,31,39,3,0,3,15,24,98
349,Lauri Markkanen,SF,24,CLE,61,1878,0.445,16.5,0.548,0.679,0.446,0.326,0.5,0.358,380,323,703,138,159,0.868,59,286,345,81,45,30,54,130,900
350,Naji Marshall,SF,24,NOP,55,735,0.405,12.8,0.537,0.581,0.538,0.526,0,0.2,105,164,269,74,93,0.796,38,104,142,62,33,8,46,69,313
351,Caleb Martin,SF,26,MIA,60,1372,0.507,12.6,0.565,0.739,0.25,0.143,0.5,0.413,155,255,410,71,93,0.763,70,160,230,64,58,30,52,104,551
352,Cody Martin,SF,26,CHO,71,1866,0.482,12.1,0.542,0.679,0.345,0.316,0.227,0.384,159,264,423,75,107,0.701,82,203,285,179,88,32,61,116,544
353,Kelan Martin,SF,26,TOT,30,450,0.409,15.4,0.5,0.65,0.19,0.467,0.55,0.293,75,96,171,9,13,0.692,17,38,55,21,13,9,14,36,171
353,Kelan Martin,SF,26,IND,27,444,0.417,15.4,0.511,0.65,0.2,0.5,0.55,0.297,74,94,168,9,13,0.692,16,37,53,21,13,9,14,36,171
353,Kelan Martin,SF,26,BOS,3,6,0,14.4,0,,0,0,,0,1,2,3,0,0,,1,1,2,0,0,0,0,0,0
354,KJ Martin,SF,21,HOU,79,1656,0.533,9.8,0.617,0.739,0.371,0,,0.357,168,355,523,78,123,0.634,80,217,297,101,34,40,60,113,696
355,Garrison Mathews,SG,25,HOU,65,1712,0.399,22.5,0.6,0.771,0.316,0.25,0.25,0.36,386,75,461,143,180,0.794,32,158,190,64,57,24,41,168,650
356,Dakota Mathias,SG,26,MEM,6,16,0.333,25.1,,,,,,0.333,6,0,6,0,0,,0,2,2,1,1,0,0,1,6
357,Wesley Matthews,SG,35,MIL,49,1002,0.395,19.1,0.54,0.676,0.4,0.333,,0.338,157,63,220,22,28,0.786,30,62,92,36,23,8,18,87,249
358,Tyrese Maxey,PG,21,PHI,75,2650,0.485,12.9,0.512,0.654,0.466,0.317,0.479,0.427,309,686,995,213,246,0.866,26,214,240,321,55,32,88,156,1311
359,Skylar Mays,SG,24,ATL,28,220,0.5,12.1,0.615,0.667,0.429,0,0.75,0.32,25,39,64,8,9,0.889,5,20,25,17,7,0,10,9,80
360,Miles McBride,PG,21,NYK,40,372,0.296,19.1,0.375,0.6,0.2,0,0.308,0.25,68,40,108,8,12,0.667,4,38,42,41,14,1,5,45,89
361,Mac McClung,SG-PG,23,TOT,2,24,0.5,16.5,0.667,0.5,,,1,0.333,3,3,6,1,1,1,0,3,3,1,1,1,3,5,8
361,Mac McClung,PG,23,CHI,1,3,1,16,1,,,,1,,0,1,1,0,0,,0,0,0,0,0,0,1,0,2
361,Mac McClung,SG,23,LAL,1,22,0.4,16.6,0.5,0.5,,,,0.333,3,2,5,1,1,1,0,3,3,1,1,1,2,5,6
362,CJ McCollum,SG-PG,30,TOT,62,2145,0.46,16.2,0.509,0.642,0.441,0.497,0.49,0.388,469,695,1164,116,170,0.682,53,216,269,315,70,22,127,121,1370
362,CJ McCollum,SG,30,POR,36,1267,0.436,16.7,0.476,0.607,0.409,0.476,0.43,0.384,289,376,665,48,68,0.706,34,119,153,163,36,21,70,77,739
362,CJ McCollum,PG,30,NOP,26,878,0.493,15.6,0.549,0.688,0.476,0.523,0.561,0.394,180,319,499,68,102,0.667,19,97,116,152,34,1,57,44,631
363,T.J. McConnell,PG,29,IND,27,652,0.481,10,0.514,0.561,0.565,0.417,0.308,0.303,33,175,208,19,23,0.826,20,70,90,131,29,10,29,53,229
364,Jaden McDaniels,PF,21,MIN,70,1803,0.46,13.8,0.579,0.726,0.364,0.533,0.563,0.317,252,302,554,57,71,0.803,76,217,293,79,52,54,75,224,647
365,Jalen McDaniels,SF,24,CHO,55,895,0.484,13.4,0.562,0.75,0.386,0.231,0.75,0.38,108,146,254,53,72,0.736,37,133,170,58,26,22,36,93,340
366,Doug McDermott,PF,30,SAS,51,1223,0.462,16.6,0.512,0.646,0.395,0.464,0.538,0.422,256,209,465,40,51,0.784,18,97,115,64,13,6,43,79,578
367,JaVale McGee,C,34,PHO,74,1172,0.629,4.3,0.637,0.706,0.588,0.375,0.4,0.222,9,449,458,102,146,0.699,163,333,496,42,22,81,98,181,680
368,Cameron McGriff,SF,24,POR,3,46,0.357,13,0.375,0.4,0.5,,0,0.333,6,8,14,2,2,1,6,9,15,3,0,1,0,7,14
369,Rodney McGruder,SG,30,DET,51,754,0.436,18.2,0.506,0.605,0.37,0.4,0.75,0.397,146,79,225,19,26,0.731,31,80,111,48,21,7,24,58,273
370,Alfonzo McKinnie,SF,29,CHI,17,206,0.393,14.1,0.441,0.526,0.6,0,0.4,0.333,27,34,61,2,8,0.25,13,20,33,5,2,3,7,26,59
371,JaQuori McLaughlin,PG,24,DAL,4,11,0,21.9,0,,,,0,0,1,1,2,0,0,,0,0,0,2,0,0,0,1,0
372,Jordan McLaughlin,PG,25,MIN,62,902,0.44,13.3,0.53,0.707,0.326,0.4,1,0.318,85,115,200,30,40,0.75,22,72,94,180,57,10,38,54,233
373,Ben McLemore,SG,28,POR,64,1285,0.401,21.9,0.533,0.694,0.389,0.333,0.442,0.362,417,122,539,72,88,0.818,12,91,103,59,38,10,55,103,655
374,De'Anthony Melton,SG,23,MEM,73,1657,0.404,17.2,0.44,0.595,0.368,0.383,0.283,0.374,372,323,695,90,120,0.75,64,264,328,194,104,39,112,128,791
375,Sam Merrill,SG,25,MEM,6,58,0.333,24.4,1,1,,,,0.304,23,1,24,2,4,0.5,1,6,7,4,0,0,2,3,25
376,Chimezie Metu,C,24,SAC,60,1279,0.452,14,0.555,0.718,0.49,0.368,0.409,0.306,186,263,449,71,91,0.78,34,301,335,60,51,32,61,93,534
377,Khris Middleton,SF,30,MIL,66,2141,0.443,17.3,0.494,0.736,0.406,0.503,0.393,0.373,434,587,1021,259,291,0.89,41,315,356,358,76,18,190,160,1325
378,C.J. Miles,SG,34,BOS,1,2,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,1,0
379,Patty Mills,SG,33,BRK,81,2346,0.408,21.4,0.429,0.745,0.207,0.365,0.362,0.4,568,226,794,48,59,0.814,18,138,156,183,51,17,73,112,923
380,Paul Millsap,C,36,TOT,33,375,0.391,10.9,0.463,0.537,0.429,0.3,0,0.229,35,80,115,17,24,0.708,41,73,114,29,10,13,19,67,115
380,Paul Millsap,C,36,BRK,24,270,0.376,11.1,0.448,0.531,0.389,0.286,0,0.222,27,58,85,12,17,0.706,29,60,89,24,5,11,11,48,82
380,Paul Millsap,C,36,PHI,9,106,0.433,10.2,0.5,0.556,0.5,0.333,,0.25,8,22,30,5,7,0.714,12,13,25,5,5,2,8,19,33
381,Shake Milton,SG,25,PHI,55,1179,0.429,13.4,0.481,0.7,0.402,0.4,0.304,0.323,133,270,403,61,73,0.836,30,112,142,139,28,17,44,99,450
382,Davion Mitchell,PG,23,SAC,75,2076,0.418,15.6,0.48,0.642,0.438,0.352,0.42,0.316,320,523,843,56,85,0.659,33,133,166,313,55,24,114,141,861
383,Donovan Mitchell,SG,25,UTA,67,2266,0.448,16.7,0.533,0.708,0.465,0.519,0.434,0.355,654,722,1376,267,313,0.853,55,227,282,358,99,12,200,164,1733
384,Evan Mobley,PF,20,CLE,69,2331,0.508,8.4,0.541,0.758,0.38,0.445,0.323,0.25,92,738,830,167,252,0.663,143,427,570,174,56,115,133,147,1034
385,Malik Monk,SG,23,LAL,76,2139,0.473,16.3,0.568,0.725,0.448,0.393,0.303,0.391,442,384,826,93,117,0.795,37,219,256,218,61,29,122,138,1048
386,Greg Monroe,C,31,TOT,14,195,0.561,3.1,0.561,0.694,0.35,,0,,0,57,57,12,23,0.522,30,34,64,22,8,10,12,24,76
386,Greg Monroe,C,31,MIN,4,81,0.591,3.7,0.591,0.917,0.222,,0,,0,22,22,3,7,0.429,6,18,24,16,4,6,7,9,29
386,Greg Monroe,C,31,WAS,2,18,0.5,2.3,0.5,0.667,0,,,,0,8,8,0,0,,7,3,10,1,1,1,2,2,8
386,Greg Monroe,C,31,MIL,5,70,0.5,3,0.5,0.429,0.625,,,,0,22,22,5,9,0.556,11,10,21,2,3,2,3,7,27
386,Greg Monroe,C,31,UTA,3,26,0.8,2.5,0.8,1,0,,,,0,5,5,4,7,0.571,6,3,9,3,0,1,0,6,12
387,Moses Moody,SG,19,GSW,52,607,0.437,17.5,0.548,0.641,0.467,0.667,0.2,0.364,110,73,183,28,36,0.778,17,63,80,23,7,10,13,43,228
388,Xavier Moon,SG,27,LAC,10,137,0.49,16.4,0.541,0.4,0.286,0.556,0.688,0.357,14,37,51,3,5,0.6,2,12,14,24,7,3,6,9,58
389,Matt Mooney,SG,25,NYK,1,2,0,25.1,,,,,,0,1,0,1,0,0,,0,0,0,0,1,0,1,0,0
390,Ja Morant,PG,22,MEM,57,1889,0.493,10.3,0.534,0.706,0.433,0.384,0.241,0.344,256,921,1177,316,415,0.761,77,248,325,384,66,22,196,86,1564
391,Juwan Morgan,PF,24,TOT,2,31,0.667,17.1,1,1,,,,0.5,2,1,3,0,0,,2,2,4,1,0,0,0,3,5
391,Juwan Morgan,PF,24,TOR,1,27,0.667,17.1,1,1,,,,0.5,2,1,3,0,0,,2,2,4,1,0,0,0,3,5
391,Juwan Morgan,PF,24,BOS,1,4,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
392,Jaylen Morris,SG,26,SAS,3,16,0,11.6,0,0,0,,,0,2,4,6,2,4,0.5,0,2,2,2,0,0,1,2,2
393,Marcus Morris,PF,32,LAC,54,1564,0.434,17.6,0.478,0.688,0.49,0.47,0.424,0.367,275,416,691,129,148,0.872,26,213,239,113,28,18,69,115,830
394,Markieff Morris,PF,32,MIA,17,298,0.474,14.8,0.547,0.75,0.45,0.5,0.538,0.333,39,75,114,8,9,0.889,17,28,45,23,6,1,20,33,129
